"Time","Snort-42121"
2025-05-28 13:55:15,0.0667
2025-05-28 13:55:30,0.0680
2025-05-28 13:55:45,0.0694
2025-05-28 13:56:00,0.0707
2025-05-28 13:56:15,0.0722
2025-05-28 13:56:30,0.0736
2025-05-28 13:56:45,0.0748
2025-05-28 13:57:00,0.0763
2025-05-28 13:57:15,0.0774
2025-05-28 13:57:30,0.0788
2025-05-28 13:57:45,0.0800
2025-05-28 13:58:00,0.0815
2025-05-28 13:58:15,0.0828
2025-05-28 13:58:30,0.0840
2025-05-28 13:58:45,0.0855
2025-05-28 13:59:00,0.0869
2025-05-28 13:59:15,0.0882
2025-05-28 13:59:30,0.0895
2025-05-28 13:59:45,0.0909
2025-05-28 14:00:00,0.0923
2025-05-28 14:00:15,0.0935
2025-05-28 14:00:30,0.0935
2025-05-28 14:00:45,0.0943
2025-05-28 14:01:00,0.0957
2025-05-28 14:01:15,0.0968
2025-05-28 14:01:30,0.0979
2025-05-28 14:01:45,0.0992
2025-05-28 14:02:00,0.100
2025-05-28 14:02:15,0.101
2025-05-28 14:02:30,0.103
2025-05-28 14:02:45,0.104
2025-05-28 14:03:00,0.105
2025-05-28 14:03:15,0.106
2025-05-28 14:03:30,0.107
2025-05-28 14:03:45,0.109
2025-05-28 14:04:00,0.110
2025-05-28 14:04:15,0.111
2025-05-28 14:04:30,0.112
2025-05-28 14:04:45,0.113
2025-05-28 14:05:00,0.115
2025-05-28 14:05:15,0.116
2025-05-28 14:05:30,0.117
2025-05-28 14:05:45,0.118
2025-05-28 14:06:00,0.120
2025-05-28 14:06:15,0.120
2025-05-28 14:06:30,0.121
2025-05-28 14:06:45,0.121
2025-05-28 14:07:00,0.121
2025-05-28 14:07:15,0.121
2025-05-28 14:07:30,0.121
2025-05-28 14:07:45,0.121
2025-05-28 14:08:00,0.121
2025-05-28 14:08:15,0.122
2025-05-28 14:08:30,0.122
2025-05-28 14:08:45,0.122
2025-05-28 14:09:00,0.122
2025-05-28 14:09:15,0.122
2025-05-28 14:09:30,0.122
2025-05-28 14:09:45,0.122
2025-05-28 14:10:00,0.122
2025-05-28 14:10:15,0.122
2025-05-28 14:10:30,0.122
2025-05-28 14:10:45,0.123
2025-05-28 14:11:00,0.123
2025-05-28 14:11:15,0.123
2025-05-28 14:11:30,0.123
2025-05-28 14:11:45,0.123
2025-05-28 14:12:00,0.123
2025-05-28 14:12:15,0.123
2025-05-28 14:12:30,0.124
2025-05-28 14:12:45,0.124
2025-05-28 14:13:00,0.124
2025-05-28 14:13:15,0.124
2025-05-28 14:13:30,0.124
2025-05-28 14:13:45,0.124
2025-05-28 14:14:00,0.124
2025-05-28 14:14:15,0.124
2025-05-28 14:14:30,0.124
2025-05-28 14:14:45,0.125
2025-05-28 14:15:00,0.125
2025-05-28 14:15:15,0.125
2025-05-28 14:15:30,0.125
2025-05-28 14:15:45,0.125
2025-05-28 14:16:00,0.125
2025-05-28 14:16:15,0.125
2025-05-28 14:16:30,0.125
2025-05-28 14:16:45,0.125
2025-05-28 14:17:00,0.125
2025-05-28 14:17:15,0.125
2025-05-28 14:17:30,0.126
2025-05-28 14:17:45,0.126
2025-05-28 14:18:00,0.126
2025-05-28 14:18:15,0.126
2025-05-28 14:18:30,0.126
2025-05-28 14:18:45,0.126
2025-05-28 14:19:00,0.126
2025-05-28 14:19:15,0.126
2025-05-28 14:19:30,0.126
2025-05-28 14:19:45,0.127
2025-05-28 14:20:00,0.127
2025-05-28 14:20:15,0.127
2025-05-28 14:20:30,0.127
2025-05-28 14:20:45,0.127
2025-05-28 14:21:00,0.127
2025-05-28 14:21:15,0.127
2025-05-28 14:21:30,0.127
2025-05-28 14:21:45,0.127
2025-05-28 14:22:00,0.127
2025-05-28 14:22:15,0.128
2025-05-28 14:22:30,0.128
2025-05-28 14:22:45,0.128
2025-05-28 14:23:00,0.128
2025-05-28 14:23:15,0.128
2025-05-28 14:23:30,0.128
2025-05-28 14:23:45,0.128
2025-05-28 14:24:00,0.128
2025-05-28 14:24:15,0.128
2025-05-28 14:24:30,0.129
2025-05-28 14:24:45,0.129
2025-05-28 14:25:00,0.129
2025-05-28 14:25:15,0.129
2025-05-28 14:25:30,0.129
2025-05-28 14:25:45,0.129
2025-05-28 14:26:00,0.129
2025-05-28 14:26:15,0.129
2025-05-28 14:26:30,0.129
2025-05-28 14:26:45,0.129
2025-05-28 14:27:00,0.130
2025-05-28 14:27:15,0.130
2025-05-28 14:27:30,0.130
2025-05-28 14:27:45,0.130
2025-05-28 14:28:00,0.130
2025-05-28 14:28:15,0.130
2025-05-28 14:28:30,0.130
2025-05-28 14:28:45,0.130
2025-05-28 14:29:00,0.130
2025-05-28 14:29:15,0.130
2025-05-28 14:29:30,0.131
2025-05-28 14:29:45,0.131
2025-05-28 14:30:00,0.131
2025-05-28 14:30:15,0.131
2025-05-28 14:30:30,0.131
2025-05-28 14:30:45,0.131
2025-05-28 14:31:00,0.131
2025-05-28 14:31:15,0.131
2025-05-28 14:31:30,0.131
2025-05-28 14:31:45,0.132
2025-05-28 14:32:00,0.132
2025-05-28 14:32:15,0.132
2025-05-28 14:32:30,0.132
2025-05-28 14:32:45,0.132
2025-05-28 14:33:00,0.132
2025-05-28 14:33:15,0.132
2025-05-28 14:33:30,0.132
2025-05-28 14:33:45,0.133
2025-05-28 14:34:00,0.133
2025-05-28 14:34:15,0.133
2025-05-28 14:34:30,0.133
2025-05-28 14:34:45,0.133
2025-05-28 14:35:00,0.133
2025-05-28 14:35:15,0.133
2025-05-28 14:35:30,0.133
2025-05-28 14:35:45,0.134
2025-05-28 14:36:00,0.134
2025-05-28 14:36:15,0.134
2025-05-28 14:36:30,0.134
2025-05-28 14:36:45,0.134
2025-05-28 14:37:00,0.134
2025-05-28 14:37:15,0.134
2025-05-28 14:37:30,0.134
2025-05-28 14:37:45,0.134
2025-05-28 14:38:00,0.135
2025-05-28 14:38:15,0.135
2025-05-28 14:38:30,0.135
2025-05-28 14:38:45,0.135
2025-05-28 14:39:00,0.135
2025-05-28 14:39:15,0.135
2025-05-28 14:39:30,0.135
2025-05-28 14:39:45,0.135
2025-05-28 14:40:00,0.136
2025-05-28 14:40:15,0.136
2025-05-28 14:40:30,0.136
2025-05-28 14:40:45,0.136
2025-05-28 14:41:00,0.136
2025-05-28 14:41:15,0.136
2025-05-28 14:41:30,0.136
2025-05-28 14:41:45,0.136
2025-05-28 14:42:00,0.136
2025-05-28 14:42:15,0.136
2025-05-28 14:42:30,0.137
2025-05-28 14:42:45,0.137
2025-05-28 14:43:00,0.137
2025-05-28 14:43:15,0.137
2025-05-28 14:43:30,0.137
2025-05-28 14:43:45,0.137
2025-05-28 14:44:00,0.137
2025-05-28 14:44:15,0.137
2025-05-28 14:44:30,0.137
2025-05-28 14:44:45,0.138
2025-05-28 14:45:00,0.138
2025-05-28 14:45:15,0.138
2025-05-28 14:45:30,0.138
2025-05-28 14:45:45,0.138
2025-05-28 14:46:00,0.138
2025-05-28 14:46:15,0.138
2025-05-28 14:46:30,0.139
2025-05-28 14:46:45,0.139
2025-05-28 14:47:00,0.139
2025-05-28 14:47:15,0.139
2025-05-28 14:47:30,0.139
2025-05-28 14:47:45,0.139
2025-05-28 14:48:00,0.139
2025-05-28 14:48:15,0.139
2025-05-28 14:48:30,0.140
2025-05-28 14:48:45,0.140
2025-05-28 14:49:00,0.140
2025-05-28 14:49:15,0.140
2025-05-28 14:49:30,0.140
2025-05-28 14:49:45,0.140
2025-05-28 14:50:00,0.141
2025-05-28 14:50:15,0.141
2025-05-28 14:50:30,0.141
2025-05-28 14:50:45,0.141
2025-05-28 14:51:00,0.141
2025-05-28 14:51:15,0.141
2025-05-28 14:51:30,0.141
2025-05-28 14:51:45,0.141
2025-05-28 14:52:00,0.141
2025-05-28 14:52:15,0.142
2025-05-28 14:52:30,0.142
2025-05-28 14:52:45,0.142
2025-05-28 14:53:00,0.142
2025-05-28 14:53:15,0.142
2025-05-28 14:53:30,0.142
2025-05-28 14:53:45,0.142
2025-05-28 14:54:00,0.142
2025-05-28 14:54:15,0.142
2025-05-28 14:54:30,0.142
2025-05-28 14:54:45,0.143
2025-05-28 14:55:00,0.143
2025-05-28 14:55:15,0.143
2025-05-28 14:55:30,0.143
2025-05-28 14:55:45,0.143
2025-05-28 14:56:00,0.143
2025-05-28 14:56:15,0.143
2025-05-28 14:56:30,0.143
2025-05-28 14:56:45,0.144
2025-05-28 14:57:00,0.144
2025-05-28 14:57:15,0.144
2025-05-28 14:57:30,0.144
2025-05-28 14:57:45,0.144
2025-05-28 14:58:00,0.144
2025-05-28 14:58:15,0.144
2025-05-28 14:58:30,0.144
2025-05-28 14:58:45,0.144
2025-05-28 14:59:00,0.145
2025-05-28 14:59:15,0.145
2025-05-28 14:59:30,0.145
2025-05-28 14:59:45,0.145
2025-05-28 15:00:00,0.145
2025-05-28 15:00:15,0.145
2025-05-28 15:00:30,0.145
2025-05-28 15:00:45,0.145
2025-05-28 15:01:00,0.146
2025-05-28 15:01:15,0.146
2025-05-28 15:01:30,0.146
2025-05-28 15:01:45,0.146
2025-05-28 15:02:00,0.146
2025-05-28 15:02:15,0.146
2025-05-28 15:02:30,0.146
2025-05-28 15:02:45,0.146
