"Time","Snort-42121"
2025-05-30 10:28:00,157
2025-05-30 10:28:15,157
2025-05-30 10:28:30,157
2025-05-30 10:28:45,157
2025-05-30 10:29:00,157
2025-05-30 10:29:15,157
2025-05-30 10:29:30,157
2025-05-30 10:29:45,157
2025-05-30 10:30:00,157
2025-05-30 10:30:15,157
2025-05-30 10:30:30,157
2025-05-30 10:30:45,157
2025-05-30 10:31:00,157
2025-05-30 10:31:15,157
2025-05-30 10:31:30,157
2025-05-30 10:31:45,157
2025-05-30 10:32:00,157
2025-05-30 10:32:15,157
2025-05-30 10:32:30,157
2025-05-30 10:32:45,157
2025-05-30 10:33:00,157
2025-05-30 10:33:15,157
2025-05-30 10:33:30,157
2025-05-30 10:33:45,329
2025-05-30 10:34:00,345
2025-05-30 10:34:15,360
2025-05-30 10:34:30,374
2025-05-30 10:34:45,381
2025-05-30 10:35:00,381
2025-05-30 10:35:15,382
2025-05-30 10:35:30,382
2025-05-30 10:35:45,382
2025-05-30 10:36:00,382
2025-05-30 10:36:15,383
2025-05-30 10:36:30,383
2025-05-30 10:36:45,383
2025-05-30 10:37:00,383
2025-05-30 10:37:15,383
2025-05-30 10:37:30,385
2025-05-30 10:37:45,384
2025-05-30 10:38:00,384
2025-05-30 10:38:15,384
2025-05-30 10:38:30,385
2025-05-30 10:38:45,385
2025-05-30 10:39:00,385
2025-05-30 10:39:15,386
2025-05-30 10:39:30,386
2025-05-30 10:39:45,386
2025-05-30 10:40:00,388
2025-05-30 10:40:15,387
2025-05-30 10:40:30,388
2025-05-30 10:40:45,389
2025-05-30 10:41:00,390
2025-05-30 10:41:15,390
2025-05-30 10:41:30,391
2025-05-30 10:41:45,391
2025-05-30 10:42:00,391
2025-05-30 10:42:15,391
2025-05-30 10:42:30,393
2025-05-30 10:42:45,789
2025-05-30 10:43:00,1095
2025-05-30 10:43:15,1253
2025-05-30 10:43:30,1395
2025-05-30 10:43:45,1397
2025-05-30 10:44:00,1398
2025-05-30 10:44:15,1399
2025-05-30 10:44:30,1399
2025-05-30 10:44:45,1401
2025-05-30 10:45:00,1402
2025-05-30 10:45:15,1402
2025-05-30 10:45:30,1404
2025-05-30 10:45:45,1403
2025-05-30 10:46:00,1406
2025-05-30 10:46:15,1406
2025-05-30 10:46:30,1407
2025-05-30 10:46:45,1408
2025-05-30 10:47:00,1409
2025-05-30 10:47:15,1409
2025-05-30 10:47:30,1410
2025-05-30 10:47:45,1411
2025-05-30 10:48:00,1413
2025-05-30 10:48:15,1417
2025-05-30 10:48:30,1420
2025-05-30 10:48:45,1423
2025-05-30 10:49:00,1427
2025-05-30 10:49:15,1431
2025-05-30 10:49:30,1434
2025-05-30 10:49:45,1439
2025-05-30 10:50:00,1443
2025-05-30 10:50:15,1448
2025-05-30 10:50:30,1451
2025-05-30 10:50:45,1455
2025-05-30 10:51:00,1458
2025-05-30 10:51:15,1462
2025-05-30 10:51:30,1465
2025-05-30 10:51:45,1467
2025-05-30 10:52:00,1470
2025-05-30 10:52:15,1473
2025-05-30 10:52:30,1475
2025-05-30 10:52:45,1480
2025-05-30 10:53:00,1483
2025-05-30 10:53:15,1486
2025-05-30 10:53:30,1489
