"Time","Suricata-56027"
2025-05-30 15:44:42,0.485
2025-05-30 15:44:44,0.485
2025-05-30 15:44:46,0.485
2025-05-30 15:44:48,0.485
2025-05-30 15:44:50,0.485
2025-05-30 15:44:52,0.485
2025-05-30 15:44:54,0.485
2025-05-30 15:44:56,0.486
2025-05-30 15:44:58,0.486
2025-05-30 15:45:00,0.486
2025-05-30 15:45:02,0.487
2025-05-30 15:45:04,0.487
2025-05-30 15:45:06,0.486
2025-05-30 15:45:08,0.487
2025-05-30 15:45:10,0.487
2025-05-30 15:45:12,0.487
2025-05-30 15:45:14,0.487
2025-05-30 15:45:16,0.487
2025-05-30 15:45:18,0.487
2025-05-30 15:45:20,0.488
2025-05-30 15:45:22,0.488
2025-05-30 15:45:24,0.488
2025-05-30 15:45:26,0.488
2025-05-30 15:45:28,0.488
2025-05-30 15:45:30,0.488
2025-05-30 15:45:32,0.488
2025-05-30 15:45:34,0.488
2025-05-30 15:45:36,0.488
2025-05-30 15:45:38,0.488
2025-05-30 15:45:40,0.488
2025-05-30 15:45:42,0.488
2025-05-30 15:45:44,0.488
2025-05-30 15:45:46,0.488
2025-05-30 15:45:48,0.488
2025-05-30 15:45:50,0.488
2025-05-30 15:45:52,0.488
2025-05-30 15:45:54,0.488
2025-05-30 15:45:56,0.488
2025-05-30 15:45:58,0.488
2025-05-30 15:46:00,0.488
2025-05-30 15:46:02,0.488
2025-05-30 15:46:04,0.488
2025-05-30 15:46:06,0.488
2025-05-30 15:46:08,0.488
2025-05-30 15:46:10,0.488
2025-05-30 15:46:12,0.488
2025-05-30 15:46:14,0.488
2025-05-30 15:46:16,0.488
2025-05-30 15:46:18,0.488
2025-05-30 15:46:20,0.487
2025-05-30 15:46:22,0.488
2025-05-30 15:46:24,0.487
2025-05-30 15:46:26,0.488
2025-05-30 15:46:28,0.488
2025-05-30 15:46:30,0.488
2025-05-30 15:46:32,0.488
2025-05-30 15:46:34,0.488
2025-05-30 15:46:36,0.489
2025-05-30 15:46:38,0.488
2025-05-30 15:46:40,0.488
2025-05-30 15:46:42,0.488
2025-05-30 15:46:44,0.488
2025-05-30 15:46:46,0.489
2025-05-30 15:46:48,0.489
2025-05-30 15:46:50,0.489
2025-05-30 15:46:52,0.489
2025-05-30 15:46:54,0.489
2025-05-30 15:46:56,0.489
2025-05-30 15:46:58,0.489
2025-05-30 15:47:00,0.489
2025-05-30 15:47:02,0.489
2025-05-30 15:47:04,0.489
2025-05-30 15:47:06,0.489
2025-05-30 15:47:08,0.489
2025-05-30 15:47:10,0.489
2025-05-30 15:47:12,0.489
2025-05-30 15:47:14,0.488
2025-05-30 15:47:16,0.488
2025-05-30 15:47:18,0.489
2025-05-30 15:47:20,0.488
2025-05-30 15:47:22,0.488
2025-05-30 15:47:24,0.488
2025-05-30 15:47:26,0.488
2025-05-30 15:47:28,0.488
2025-05-30 15:47:30,0.488
2025-05-30 15:47:32,0.488
2025-05-30 15:47:34,0.488
2025-05-30 15:47:36,0.488
2025-05-30 15:47:38,0.488
2025-05-30 15:47:40,0.488
2025-05-30 15:47:42,0.488
2025-05-30 15:47:44,0.489
2025-05-30 15:47:46,0.489
2025-05-30 15:47:48,0.489
2025-05-30 15:47:50,0.489
2025-05-30 15:47:52,0.489
2025-05-30 15:47:54,0.489
2025-05-30 15:47:56,0.489
2025-05-30 15:47:58,0.489
2025-05-30 15:48:00,0.488
2025-05-30 15:48:02,0.489
2025-05-30 15:48:04,0.488
2025-05-30 15:48:06,0.488
2025-05-30 15:48:08,0.488
2025-05-30 15:48:10,0.488
2025-05-30 15:48:12,0.487
2025-05-30 15:48:14,0.487
2025-05-30 15:48:16,0.487
2025-05-30 15:48:18,0.487
2025-05-30 15:48:20,0.487
2025-05-30 15:48:22,0.487
2025-05-30 15:48:24,0.487
2025-05-30 15:48:26,0.487
2025-05-30 15:48:28,0.487
2025-05-30 15:48:30,0.487
2025-05-30 15:48:32,0.487
2025-05-30 15:48:34,0.487
2025-05-30 15:48:36,0.487
2025-05-30 15:48:38,0.487
2025-05-30 15:48:40,0.487
2025-05-30 15:48:42,0.487
2025-05-30 15:48:44,0.487
2025-05-30 15:48:46,0.487
2025-05-30 15:48:48,0.487
2025-05-30 15:48:50,0.487
2025-05-30 15:48:52,0.486
2025-05-30 15:48:54,0.487
2025-05-30 15:48:56,0.486
2025-05-30 15:48:58,0.486
2025-05-30 15:49:00,0.486
2025-05-30 15:49:02,0.486
2025-05-30 15:49:04,0.486
2025-05-30 15:49:06,0.486
2025-05-30 15:49:08,0.486
2025-05-30 15:49:10,0.485
2025-05-30 15:49:12,0.485
2025-05-30 15:49:14,0.486
2025-05-30 15:49:16,0.486
2025-05-30 15:49:18,0.486
2025-05-30 15:49:20,0.485
2025-05-30 15:49:22,0.486
2025-05-30 15:49:24,0.486
2025-05-30 15:49:26,0.486
2025-05-30 15:49:28,0.486
2025-05-30 15:49:30,0.486
2025-05-30 15:49:32,0.486
2025-05-30 15:49:34,0.486
2025-05-30 15:49:36,0.486
2025-05-30 15:49:38,0.486
2025-05-30 15:49:40,0.486
2025-05-30 15:49:42,0.486
2025-05-30 15:49:44,0.486
2025-05-30 15:49:46,0.486
2025-05-30 15:49:48,0.486
2025-05-30 15:49:50,0.486
2025-05-30 15:49:52,0.485
2025-05-30 15:49:54,0.486
2025-05-30 15:49:56,0.486
2025-05-30 15:49:58,0.486
2025-05-30 15:50:00,0.487
2025-05-30 15:50:02,0.487
2025-05-30 15:50:04,0.488
2025-05-30 15:50:06,0.489
2025-05-30 15:50:08,0.490
2025-05-30 15:50:10,0.490
2025-05-30 15:50:12,0.490
2025-05-30 15:50:14,0.490
2025-05-30 15:50:16,0.490
2025-05-30 15:50:18,0.491
2025-05-30 15:50:20,0.490
2025-05-30 15:50:22,0.491
2025-05-30 15:50:24,0.492
2025-05-30 15:50:26,0.492
2025-05-30 15:50:28,0.494
2025-05-30 15:50:30,0.494
2025-05-30 15:50:32,0.495
2025-05-30 15:50:34,0.496
2025-05-30 15:50:36,0.496
2025-05-30 15:50:38,0.496
2025-05-30 15:50:40,0.497
2025-05-30 15:50:42,0.498
2025-05-30 15:50:44,0.498
2025-05-30 15:50:46,0.498
2025-05-30 15:50:48,0.498
2025-05-30 15:50:50,0.498
2025-05-30 15:50:52,0.498
2025-05-30 15:50:54,0.498
2025-05-30 15:50:56,0.498
2025-05-30 15:50:58,0.498
2025-05-30 15:51:00,0.498
2025-05-30 15:51:02,0.497
2025-05-30 15:51:04,0.497
2025-05-30 15:51:06,0.497
2025-05-30 15:51:08,0.498
2025-05-30 15:51:10,0.497
2025-05-30 15:51:12,0.497
2025-05-30 15:51:14,0.497
2025-05-30 15:51:16,0.497
2025-05-30 15:51:18,0.496
2025-05-30 15:51:20,0.496
2025-05-30 15:51:22,0.496
2025-05-30 15:51:24,0.496
2025-05-30 15:51:26,0.496
2025-05-30 15:51:28,0.496
2025-05-30 15:51:30,0.496
2025-05-30 15:51:32,0.496
2025-05-30 15:51:34,0.496
2025-05-30 15:51:36,0.496
2025-05-30 15:51:38,0.496
2025-05-30 15:51:40,0.496
2025-05-30 15:51:42,0.496
2025-05-30 15:51:44,0.496
2025-05-30 15:51:46,0.496
2025-05-30 15:51:48,0.496
2025-05-30 15:51:50,0.496
2025-05-30 15:51:52,0.496
2025-05-30 15:51:54,0.496
2025-05-30 15:51:56,0.496
2025-05-30 15:51:58,0.496
2025-05-30 15:52:00,0.496
2025-05-30 15:52:02,0.496
2025-05-30 15:52:04,0.496
2025-05-30 15:52:06,0.495
2025-05-30 15:52:08,0.495
2025-05-30 15:52:10,0.495
2025-05-30 15:52:12,0.494
2025-05-30 15:52:14,0.494
2025-05-30 15:52:16,0.494
2025-05-30 15:52:18,0.494
2025-05-30 15:52:20,0.493
2025-05-30 15:52:22,0.493
2025-05-30 15:52:24,0.493
2025-05-30 15:52:26,0.493
2025-05-30 15:52:28,0.493
2025-05-30 15:52:30,0.493
2025-05-30 15:52:32,0.492
2025-05-30 15:52:34,0.492
2025-05-30 15:52:36,0.492
2025-05-30 15:52:38,0.492
2025-05-30 15:52:40,0.492
2025-05-30 15:52:42,0.493
2025-05-30 15:52:44,0.493
2025-05-30 15:52:46,0.493
2025-05-30 15:52:48,0.493
2025-05-30 15:52:50,0.494
2025-05-30 15:52:52,0.494
2025-05-30 15:52:54,0.494
2025-05-30 15:52:56,0.493
2025-05-30 15:52:58,0.494
2025-05-30 15:53:00,0.493
2025-05-30 15:53:02,0.494
2025-05-30 15:53:04,0.494
2025-05-30 15:53:06,0.494
2025-05-30 15:53:08,0.494
2025-05-30 15:53:10,0.494
2025-05-30 15:53:12,0.493
2025-05-30 15:53:14,0.493
2025-05-30 15:53:16,0.493
2025-05-30 15:53:18,0.492
2025-05-30 15:53:20,0.492
2025-05-30 15:53:22,0.492
2025-05-30 15:53:24,0.492
2025-05-30 15:53:26,0.492
2025-05-30 15:53:28,0.491
2025-05-30 15:53:30,0.491
2025-05-30 15:53:32,0.491
2025-05-30 15:53:34,0.491
2025-05-30 15:53:36,0.490
2025-05-30 15:53:38,0.490
2025-05-30 15:53:40,0.491
2025-05-30 15:53:42,0.491
2025-05-30 15:53:44,0.491
2025-05-30 15:53:46,0.491
2025-05-30 15:53:48,0.491
2025-05-30 15:53:50,0.491
2025-05-30 15:53:52,0.491
2025-05-30 15:53:54,0.491
2025-05-30 15:53:56,0.491
2025-05-30 15:53:58,0.491
2025-05-30 15:54:00,0.491
2025-05-30 15:54:02,0.491
2025-05-30 15:54:04,0.492
2025-05-30 15:54:06,0.491
2025-05-30 15:54:08,0.492
2025-05-30 15:54:10,0.491
2025-05-30 15:54:12,0.491
2025-05-30 15:54:14,0.491
2025-05-30 15:54:16,0.491
2025-05-30 15:54:18,0.490
2025-05-30 15:54:20,0.491
2025-05-30 15:54:22,0.490
2025-05-30 15:54:24,0.490
2025-05-30 15:54:26,0.490
2025-05-30 15:54:28,0.489
2025-05-30 15:54:30,0.489
2025-05-30 15:54:32,0.489
2025-05-30 15:54:34,0.488
2025-05-30 15:54:36,0.488
2025-05-30 15:54:38,0.488
2025-05-30 15:54:40,0.488
2025-05-30 15:54:42,0.488
2025-05-30 15:54:44,0.488
2025-05-30 15:54:46,0.489
2025-05-30 15:54:48,0.488
2025-05-30 15:54:50,0.488
2025-05-30 15:54:52,0.488
2025-05-30 15:54:54,0.488
2025-05-30 15:54:56,0.488
2025-05-30 15:54:58,0.488
2025-05-30 15:55:00,0.488
2025-05-30 15:55:02,0.488
2025-05-30 15:55:04,0.488
2025-05-30 15:55:06,0.488
2025-05-30 15:55:08,0.488
2025-05-30 15:55:10,0.488
2025-05-30 15:55:12,0.487
2025-05-30 15:55:14,0.487
2025-05-30 15:55:16,0.487
2025-05-30 15:55:18,0.487
2025-05-30 15:55:20,0.486
2025-05-30 15:55:22,0.487
2025-05-30 15:55:24,0.486
2025-05-30 15:55:26,0.486
2025-05-30 15:55:28,0.486
2025-05-30 15:55:30,0.486
2025-05-30 15:55:32,0.486
2025-05-30 15:55:34,0.485
2025-05-30 15:55:36,0.485
2025-05-30 15:55:38,0.485
2025-05-30 15:55:40,0.485
2025-05-30 15:55:42,0.485
2025-05-30 15:55:44,0.485
2025-05-30 15:55:46,0.485
2025-05-30 15:55:48,0.485
2025-05-30 15:55:50,0.485
2025-05-30 15:55:52,0.486
2025-05-30 15:55:54,0.486
2025-05-30 15:55:56,0.486
2025-05-30 15:55:58,0.486
2025-05-30 15:56:00,0.486
2025-05-30 15:56:02,0.486
2025-05-30 15:56:04,0.486
2025-05-30 15:56:06,0.485
2025-05-30 15:56:08,0.485
2025-05-30 15:56:10,0.485
2025-05-30 15:56:12,0.485
2025-05-30 15:56:14,0.485
2025-05-30 15:56:16,0.486
2025-05-30 15:56:18,0.488
2025-05-30 15:56:20,0.488
2025-05-30 15:56:22,0.489
2025-05-30 15:56:24,0.488
2025-05-30 15:56:26,0.488
2025-05-30 15:56:28,0.488
2025-05-30 15:56:30,0.487
2025-05-30 15:56:32,0.487
2025-05-30 15:56:34,0.487
2025-05-30 15:56:36,0.487
2025-05-30 15:56:38,0.487
2025-05-30 15:56:40,0.487
2025-05-30 15:56:42,0.487
2025-05-30 15:56:44,0.487
2025-05-30 15:56:46,0.488
2025-05-30 15:56:48,0.488
2025-05-30 15:56:50,0.489
2025-05-30 15:56:52,0.489
2025-05-30 15:56:54,0.489
2025-05-30 15:56:56,0.492
2025-05-30 15:56:58,0.492
2025-05-30 15:57:00,0.493
2025-05-30 15:57:02,0.493
2025-05-30 15:57:04,0.493
2025-05-30 15:57:06,0.493
2025-05-30 15:57:08,0.493
2025-05-30 15:57:10,0.492
2025-05-30 15:57:12,0.492
2025-05-30 15:57:14,0.492
2025-05-30 15:57:16,0.492
2025-05-30 15:57:18,0.492
2025-05-30 15:57:20,0.494
2025-05-30 15:57:22,0.495
2025-05-30 15:57:24,0.497
2025-05-30 15:57:26,0.498
2025-05-30 15:57:28,0.498
2025-05-30 15:57:30,0.498
2025-05-30 15:57:32,0.499
2025-05-30 15:57:34,0.499
2025-05-30 15:57:36,0.499
2025-05-30 15:57:38,0.499
2025-05-30 15:57:40,0.500
2025-05-30 15:57:42,0.500
2025-05-30 15:57:44,0.500
2025-05-30 15:57:46,0.499
2025-05-30 15:57:48,0.500
2025-05-30 15:57:50,0.500
2025-05-30 15:57:52,0.500
2025-05-30 15:57:54,0.500
2025-05-30 15:57:56,0.499
2025-05-30 15:57:58,0.500
2025-05-30 15:58:00,0.500
2025-05-30 15:58:02,0.500
2025-05-30 15:58:04,0.499
2025-05-30 15:58:06,0.499
2025-05-30 15:58:08,0.498
2025-05-30 15:58:10,0.498
2025-05-30 15:58:12,0.497
2025-05-30 15:58:14,0.497
2025-05-30 15:58:16,0.497
2025-05-30 15:58:18,0.497
2025-05-30 15:58:20,0.496
2025-05-30 15:58:22,0.496
2025-05-30 15:58:24,0.495
2025-05-30 15:58:26,0.495
2025-05-30 15:58:28,0.494
2025-05-30 15:58:30,0.494
2025-05-30 15:58:32,0.493
2025-05-30 15:58:34,0.493
2025-05-30 15:58:36,0.493
2025-05-30 15:58:38,0.493
2025-05-30 15:58:40,0.492
2025-05-30 15:58:42,0.492
2025-05-30 15:58:44,0.491
2025-05-30 15:58:46,0.491
2025-05-30 15:58:48,0.490
2025-05-30 15:58:50,0.490
2025-05-30 15:58:52,0.490
2025-05-30 15:58:54,0.490
2025-05-30 15:58:56,0.489
2025-05-30 15:58:58,0.489
2025-05-30 15:59:00,0.489
2025-05-30 15:59:02,0.489
2025-05-30 15:59:04,0.489
2025-05-30 15:59:06,0.489
2025-05-30 15:59:08,0.489
2025-05-30 15:59:10,0.488
2025-05-30 15:59:12,0.488
2025-05-30 15:59:14,0.487
2025-05-30 15:59:16,0.487
2025-05-30 15:59:18,0.486
2025-05-30 15:59:20,0.486
2025-05-30 15:59:22,0.485
2025-05-30 15:59:24,0.485
2025-05-30 15:59:26,0.484
2025-05-30 15:59:28,0.483
2025-05-30 15:59:30,0.483
2025-05-30 15:59:32,0.482
2025-05-30 15:59:34,0.482
2025-05-30 15:59:36,0.482
2025-05-30 15:59:38,0.482
2025-05-30 15:59:40,0.481
2025-05-30 15:59:42,0.481
2025-05-30 15:59:44,0.480
2025-05-30 15:59:46,0.479
2025-05-30 15:59:48,0.479
2025-05-30 15:59:50,0.479
2025-05-30 15:59:52,0.479
2025-05-30 15:59:54,0.478
2025-05-30 15:59:56,0.477
2025-05-30 15:59:58,0.477
2025-05-30 16:00:00,0.476
2025-05-30 16:00:02,0.475
2025-05-30 16:00:04,0.475
2025-05-30 16:00:06,0.474
2025-05-30 16:00:08,0.474
2025-05-30 16:00:10,0.473
2025-05-30 16:00:12,0.472
2025-05-30 16:00:14,0.471
2025-05-30 16:00:16,0.471
2025-05-30 16:00:18,0.470
2025-05-30 16:00:20,0.468
2025-05-30 16:00:22,0.468
2025-05-30 16:00:24,0.467
2025-05-30 16:00:26,0.466
2025-05-30 16:00:28,0.465
2025-05-30 16:00:30,0.465
2025-05-30 16:00:32,0.464
2025-05-30 16:00:34,0.463
2025-05-30 16:00:36,0.463
2025-05-30 16:00:38,0.464
2025-05-30 16:00:40,0.463
2025-05-30 16:00:42,0.462
2025-05-30 16:00:44,0.461
2025-05-30 16:00:46,0.461
2025-05-30 16:00:48,0.460
2025-05-30 16:00:50,0.459
2025-05-30 16:00:52,0.458
2025-05-30 16:00:54,0.458
2025-05-30 16:00:56,0.457
2025-05-30 16:00:58,0.456
2025-05-30 16:01:00,0.455
2025-05-30 16:01:02,0.454
2025-05-30 16:01:04,0.454
2025-05-30 16:01:06,0.453
2025-05-30 16:01:08,0.452
2025-05-30 16:01:10,0.451
2025-05-30 16:01:12,0.450
2025-05-30 16:01:14,0.450
2025-05-30 16:01:16,0.449
2025-05-30 16:01:18,0.448
2025-05-30 16:01:20,0.447
2025-05-30 16:01:22,0.446
2025-05-30 16:01:24,0.445
2025-05-30 16:01:26,0.445
2025-05-30 16:01:28,0.444
2025-05-30 16:01:30,0.443
2025-05-30 16:01:32,0.442
2025-05-30 16:01:34,0.441
2025-05-30 16:01:36,0.440
2025-05-30 16:01:38,0.440
2025-05-30 16:01:40,0.440
2025-05-30 16:01:42,0.439
2025-05-30 16:01:44,0.438
2025-05-30 16:01:46,0.437
2025-05-30 16:01:48,0.437
2025-05-30 16:01:50,0.436
2025-05-30 16:01:52,0.435
2025-05-30 16:01:54,0.434
2025-05-30 16:01:56,0.433
2025-05-30 16:01:58,0.433
2025-05-30 16:02:00,0.432
2025-05-30 16:02:02,0.431
2025-05-30 16:02:04,0.430
2025-05-30 16:02:06,0.430
2025-05-30 16:02:08,0.429
2025-05-30 16:02:10,0.430
2025-05-30 16:02:12,0.430
2025-05-30 16:02:14,0.429
2025-05-30 16:02:16,0.428
2025-05-30 16:02:18,0.427
2025-05-30 16:02:20,0.426
2025-05-30 16:02:22,0.425
2025-05-30 16:02:24,0.425
2025-05-30 16:02:26,0.425
2025-05-30 16:02:28,0.424
2025-05-30 16:02:30,0.424
2025-05-30 16:02:32,0.423
2025-05-30 16:02:34,0.422
2025-05-30 16:02:36,0.421
2025-05-30 16:02:38,0.420
2025-05-30 16:02:40,0.419
2025-05-30 16:02:42,0.419
2025-05-30 16:02:44,0.418
2025-05-30 16:02:46,0.417
2025-05-30 16:02:48,0.416
2025-05-30 16:02:50,0.415
2025-05-30 16:02:52,0.414
2025-05-30 16:02:54,0.413
2025-05-30 16:02:56,0.412
2025-05-30 16:02:58,0.412
2025-05-30 16:03:00,0.412
2025-05-30 16:03:02,0.411
2025-05-30 16:03:04,0.410
2025-05-30 16:03:06,0.409
2025-05-30 16:03:08,0.408
2025-05-30 16:03:10,0.407
2025-05-30 16:03:12,0.407
2025-05-30 16:03:14,0.406
2025-05-30 16:03:16,0.405
2025-05-30 16:03:18,0.404
2025-05-30 16:03:20,0.403
2025-05-30 16:03:22,0.403
2025-05-30 16:03:24,0.402
2025-05-30 16:03:26,0.401
2025-05-30 16:03:28,0.400
2025-05-30 16:03:30,0.399
2025-05-30 16:03:32,0.399
2025-05-30 16:03:34,0.398
2025-05-30 16:03:36,0.397
2025-05-30 16:03:38,0.397
2025-05-30 16:03:40,0.396
2025-05-30 16:03:42,0.397
2025-05-30 16:03:44,0.398
2025-05-30 16:03:46,0.397
2025-05-30 16:03:48,0.397
2025-05-30 16:03:50,0.396
2025-05-30 16:03:52,0.395
2025-05-30 16:03:54,0.393
2025-05-30 16:03:56,0.393
2025-05-30 16:03:58,0.392
2025-05-30 16:04:00,0.391
2025-05-30 16:04:02,0.391
2025-05-30 16:04:04,0.391
2025-05-30 16:04:06,0.390
2025-05-30 16:04:08,0.390
2025-05-30 16:04:10,0.388
2025-05-30 16:04:12,0.388
2025-05-30 16:04:14,0.385
2025-05-30 16:04:16,0.386
2025-05-30 16:04:18,0.386
2025-05-30 16:04:20,0.385
2025-05-30 16:04:22,0.384
2025-05-30 16:04:24,0.383
2025-05-30 16:04:26,0.384
2025-05-30 16:04:28,0.383
2025-05-30 16:04:30,0.383
2025-05-30 16:04:32,0.382
2025-05-30 16:04:34,0.381
2025-05-30 16:04:36,0.380
2025-05-30 16:04:38,0.380
2025-05-30 16:04:40,0.379
2025-05-30 16:04:42,0.378
2025-05-30 16:04:44,0.377
2025-05-30 16:04:46,0.377
2025-05-30 16:04:48,0.376
2025-05-30 16:04:50,0.375
2025-05-30 16:04:52,0.375
2025-05-30 16:04:54,0.374
2025-05-30 16:04:56,0.373
2025-05-30 16:04:58,0.373
2025-05-30 16:05:00,0.372
2025-05-30 16:05:02,0.371
2025-05-30 16:05:04,0.372
2025-05-30 16:05:06,0.372
2025-05-30 16:05:08,0.371
2025-05-30 16:05:10,0.370
2025-05-30 16:05:12,0.370
2025-05-30 16:05:14,0.369
2025-05-30 16:05:16,0.369
2025-05-30 16:05:18,0.368
2025-05-30 16:05:20,0.367
2025-05-30 16:05:22,0.367
2025-05-30 16:05:24,0.366
2025-05-30 16:05:26,0.365
2025-05-30 16:05:28,0.364
2025-05-30 16:05:30,0.363
2025-05-30 16:05:32,0.363
2025-05-30 16:05:34,0.362
2025-05-30 16:05:36,0.361
2025-05-30 16:05:38,0.361
2025-05-30 16:05:40,0.360
2025-05-30 16:05:42,0.358
2025-05-30 16:05:44,0.358
2025-05-30 16:05:46,0.357
2025-05-30 16:05:48,0.356
2025-05-30 16:05:50,0.355
2025-05-30 16:05:52,0.355
2025-05-30 16:05:54,0.354
2025-05-30 16:05:56,0.353
2025-05-30 16:05:58,0.353
2025-05-30 16:06:00,0.352
2025-05-30 16:06:02,0.351
2025-05-30 16:06:04,0.350
2025-05-30 16:06:06,0.349
2025-05-30 16:06:08,0.348
2025-05-30 16:06:10,0.347
2025-05-30 16:06:12,0.347
2025-05-30 16:06:14,0.346
2025-05-30 16:06:16,0.345
2025-05-30 16:06:18,0.345
2025-05-30 16:06:20,0.344
2025-05-30 16:06:22,0.345
2025-05-30 16:06:24,0.345
2025-05-30 16:06:26,0.344
2025-05-30 16:06:28,0.343
2025-05-30 16:06:30,0.341
2025-05-30 16:06:32,0.341
2025-05-30 16:06:34,0.340
2025-05-30 16:06:36,0.339
2025-05-30 16:06:38,0.339
2025-05-30 16:06:40,0.338
2025-05-30 16:06:42,0.337
2025-05-30 16:06:44,0.336
2025-05-30 16:06:46,0.335
2025-05-30 16:06:48,0.334
2025-05-30 16:06:50,0.334
2025-05-30 16:06:52,0.333
2025-05-30 16:06:54,0.332
2025-05-30 16:06:56,0.331
2025-05-30 16:06:58,0.330
2025-05-30 16:07:00,0.330
2025-05-30 16:07:02,0.329
2025-05-30 16:07:04,0.327
2025-05-30 16:07:06,0.327
2025-05-30 16:07:08,0.326
2025-05-30 16:07:10,0.325
2025-05-30 16:07:12,0.324
2025-05-30 16:07:14,0.324
2025-05-30 16:07:16,0.323
2025-05-30 16:07:18,0.322
2025-05-30 16:07:20,0.321
