"Time","Snort-42121"
2025-06-13 08:05:04,0.00689
2025-06-13 08:05:06,0.00689
2025-06-13 08:05:08,0.00689
2025-06-13 08:05:10,0.00690
2025-06-13 08:05:12,0.00687
2025-06-13 08:05:14,0.00688
2025-06-13 08:05:16,0.00688
2025-06-13 08:05:18,0.00689
2025-06-13 08:05:20,0.00690
2025-06-13 08:05:22,0.00689
2025-06-13 08:05:24,0.00750
2025-06-13 08:05:26,0.00753
2025-06-13 08:05:28,0.0111
2025-06-13 08:05:30,0.0111
2025-06-13 08:05:32,0.0111
2025-06-13 08:05:34,0.0111
2025-06-13 08:05:36,0.0112
2025-06-13 08:05:38,0.0111
2025-06-13 08:05:40,0.0111
2025-06-13 08:05:42,0.0111
2025-06-13 08:05:44,0.0111
2025-06-13 08:05:46,0.0111
2025-06-13 08:05:48,0.0111
2025-06-13 08:05:50,0.0111
2025-06-13 08:05:52,0.0128
2025-06-13 08:05:54,0.0154
2025-06-13 08:05:56,0.0154
2025-06-13 08:05:58,0.0172
2025-06-13 08:06:00,0.0172
2025-06-13 08:06:02,0.0172
2025-06-13 08:06:04,0.0172
2025-06-13 08:06:06,0.0172
2025-06-13 08:06:08,0.0173
2025-06-13 08:06:10,0.0172
2025-06-13 08:06:12,0.0173
2025-06-13 08:06:14,0.0172
2025-06-13 08:06:16,0.0172
2025-06-13 08:06:18,0.0172
2025-06-13 08:06:20,0.0172
2025-06-13 08:06:22,0.0172
2025-06-13 08:06:24,0.0173
2025-06-13 08:06:26,0.0173
2025-06-13 08:06:28,0.0172
2025-06-13 08:06:30,0.0173
2025-06-13 08:06:32,0.0219
2025-06-13 08:06:34,0.0218
2025-06-13 08:06:36,0.0218
2025-06-13 08:06:38,0.0217
2025-06-13 08:06:40,0.0218
2025-06-13 08:06:42,0.0218
2025-06-13 08:06:44,0.0218
2025-06-13 08:06:46,0.0218
2025-06-13 08:06:48,0.0218
2025-06-13 08:06:50,0.0218
2025-06-13 08:06:52,0.0218
2025-06-13 08:06:54,0.0218
2025-06-13 08:06:56,0.0222
2025-06-13 08:06:58,0.0254
2025-06-13 08:07:00,0.0274
2025-06-13 08:07:02,0.0274
2025-06-13 08:07:04,0.0273
2025-06-13 08:07:06,0.0273
2025-06-13 08:07:08,0.0274
2025-06-13 08:07:10,0.0273
2025-06-13 08:07:12,0.0273
2025-06-13 08:07:14,0.0273
2025-06-13 08:07:16,0.0273
2025-06-13 08:07:18,0.0273
2025-06-13 08:07:20,0.0274
2025-06-13 08:07:22,0.0280
2025-06-13 08:07:24,0.0322
2025-06-13 08:07:26,0.0350
2025-06-13 08:07:28,0.0350
2025-06-13 08:07:30,0.0349
2025-06-13 08:07:32,0.0350
2025-06-13 08:07:34,0.0349
2025-06-13 08:07:36,0.0350
2025-06-13 08:07:38,0.0349
2025-06-13 08:07:40,0.0349
2025-06-13 08:07:42,0.0350
2025-06-13 08:07:44,0.0350
2025-06-13 08:07:46,0.0349
2025-06-13 08:07:48,0.0350
2025-06-13 08:07:50,0.0349
2025-06-13 08:07:52,0.0350
2025-06-13 08:07:54,0.0350
2025-06-13 08:07:56,0.0349
2025-06-13 08:07:58,0.0349
2025-06-13 08:08:00,0.0351
2025-06-13 08:08:02,0.0351
2025-06-13 08:08:04,0.0351
2025-06-13 08:08:06,0.0370
2025-06-13 08:08:08,0.0425
2025-06-13 08:08:10,0.0456
2025-06-13 08:08:12,0.0503
2025-06-13 08:08:14,0.0503
2025-06-13 08:08:16,0.0519
2025-06-13 08:08:18,0.0518
2025-06-13 08:08:20,0.0516
2025-06-13 08:08:22,0.0516
2025-06-13 08:08:24,0.0516
2025-06-13 08:08:26,0.0516
2025-06-13 08:08:28,0.0515
2025-06-13 08:08:30,0.0516
2025-06-13 08:08:32,0.0516
2025-06-13 08:08:34,0.0516
2025-06-13 08:08:36,0.0516
2025-06-13 08:08:38,0.0518
2025-06-13 08:08:40,0.0517
2025-06-13 08:08:42,0.0531
2025-06-13 08:08:44,0.0587
2025-06-13 08:08:46,0.0630
2025-06-13 08:08:48,0.0696
2025-06-13 08:08:50,0.0698
2025-06-13 08:08:52,0.0710
2025-06-13 08:08:54,0.0708
2025-06-13 08:08:56,0.0707
2025-06-13 08:08:58,0.0707
2025-06-13 08:09:00,0.0709
2025-06-13 08:09:02,0.0707
2025-06-13 08:09:04,0.0706
2025-06-13 08:09:06,0.0707
2025-06-13 08:09:08,0.0708
2025-06-13 08:09:10,0.0706
2025-06-13 08:09:12,0.0708
2025-06-13 08:09:14,0.0708
2025-06-13 08:09:16,0.0707
2025-06-13 08:09:18,0.0713
2025-06-13 08:09:20,0.0744
2025-06-13 08:09:22,0.0791
2025-06-13 08:09:24,0.0860
2025-06-13 08:09:26,0.0901
2025-06-13 08:09:28,0.0902
2025-06-13 08:09:30,0.0905
2025-06-13 08:09:32,0.0904
2025-06-13 08:09:34,0.0904
2025-06-13 08:09:36,0.0903
2025-06-13 08:09:38,0.0902
2025-06-13 08:09:40,0.0904
2025-06-13 08:09:42,0.0900
2025-06-13 08:09:44,0.0901
2025-06-13 08:09:46,0.0903
2025-06-13 08:09:48,0.0901
2025-06-13 08:09:50,0.0900
2025-06-13 08:09:52,0.0902
2025-06-13 08:09:54,0.0900
2025-06-13 08:09:56,0.0904
2025-06-13 08:09:58,0.0900
2025-06-13 08:10:00,0.0903
2025-06-13 08:10:02,0.0902
2025-06-13 08:10:04,0.0906
2025-06-13 08:10:06,0.0902
2025-06-13 08:10:08,0.0905
2025-06-13 08:10:10,0.0943
2025-06-13 08:10:12,0.0946
2025-06-13 08:10:14,0.105
2025-06-13 08:10:16,0.104
2025-06-13 08:10:18,0.107
2025-06-13 08:10:20,0.107
2025-06-13 08:10:22,0.107
2025-06-13 08:10:24,0.108
2025-06-13 08:10:26,0.107
2025-06-13 08:10:28,0.107
2025-06-13 08:10:30,0.108
2025-06-13 08:10:32,0.107
2025-06-13 08:10:34,0.107
2025-06-13 08:10:36,0.107
2025-06-13 08:10:38,0.107
2025-06-13 08:10:40,0.104
2025-06-13 08:10:42,0.104
2025-06-13 08:10:44,0.105
2025-06-13 08:10:46,0.104
2025-06-13 08:10:48,0.110
2025-06-13 08:10:50,0.111
2025-06-13 08:10:52,0.120
2025-06-13 08:10:54,0.120
2025-06-13 08:10:56,0.125
2025-06-13 08:10:58,0.125
2025-06-13 08:11:00,0.124
2025-06-13 08:11:02,0.125
2025-06-13 08:11:04,0.124
2025-06-13 08:11:06,0.124
2025-06-13 08:11:08,0.124
2025-06-13 08:11:10,0.124
2025-06-13 08:11:12,0.124
2025-06-13 08:11:14,0.125
2025-06-13 08:11:16,0.127
2025-06-13 08:11:18,0.131
2025-06-13 08:11:20,0.131
2025-06-13 08:11:22,0.140
2025-06-13 08:11:24,0.144
2025-06-13 08:11:26,0.144
