"Time","Snort-42121"
2025-06-13 08:05:04,84.4
2025-06-13 08:05:06,84.4
2025-06-13 08:05:08,84.4
2025-06-13 08:05:10,84.4
2025-06-13 08:05:12,84.4
2025-06-13 08:05:14,84.4
2025-06-13 08:05:16,84.4
2025-06-13 08:05:18,84.4
2025-06-13 08:05:20,84.4
2025-06-13 08:05:22,84.4
2025-06-13 08:05:24,112
2025-06-13 08:05:26,112
2025-06-13 08:05:28,86.1
2025-06-13 08:05:30,86.1
2025-06-13 08:05:32,86.1
2025-06-13 08:05:34,86.1
2025-06-13 08:05:36,86.1
2025-06-13 08:05:38,86.1
2025-06-13 08:05:40,86.1
2025-06-13 08:05:42,86.1
2025-06-13 08:05:44,86.1
2025-06-13 08:05:46,86.1
2025-06-13 08:05:48,86.1
2025-06-13 08:05:50,86.1
2025-06-13 08:05:52,151
2025-06-13 08:05:54,86.4
2025-06-13 08:05:56,86.4
2025-06-13 08:05:58,109
2025-06-13 08:06:00,109
2025-06-13 08:06:02,109
2025-06-13 08:06:04,109
2025-06-13 08:06:06,109
2025-06-13 08:06:08,109
2025-06-13 08:06:10,109
2025-06-13 08:06:12,109
2025-06-13 08:06:14,109
2025-06-13 08:06:16,109
2025-06-13 08:06:18,109
2025-06-13 08:06:20,109
2025-06-13 08:06:22,109
2025-06-13 08:06:24,109
2025-06-13 08:06:26,110
2025-06-13 08:06:28,110
2025-06-13 08:06:30,110
2025-06-13 08:06:32,108
2025-06-13 08:06:34,108
2025-06-13 08:06:36,108
2025-06-13 08:06:38,108
2025-06-13 08:06:40,108
2025-06-13 08:06:42,108
2025-06-13 08:06:44,108
2025-06-13 08:06:46,108
2025-06-13 08:06:48,108
2025-06-13 08:06:50,108
2025-06-13 08:06:52,108
2025-06-13 08:06:54,108
2025-06-13 08:06:56,113
2025-06-13 08:06:58,225
2025-06-13 08:07:00,110
2025-06-13 08:07:02,110
2025-06-13 08:07:04,110
2025-06-13 08:07:06,110
2025-06-13 08:07:08,110
2025-06-13 08:07:10,110
2025-06-13 08:07:12,110
2025-06-13 08:07:14,110
2025-06-13 08:07:16,110
2025-06-13 08:07:18,110
2025-06-13 08:07:20,110
2025-06-13 08:07:22,114
2025-06-13 08:07:24,228
2025-06-13 08:07:26,110
2025-06-13 08:07:28,110
2025-06-13 08:07:30,110
2025-06-13 08:07:32,110
2025-06-13 08:07:34,110
2025-06-13 08:07:36,110
2025-06-13 08:07:38,110
2025-06-13 08:07:40,110
2025-06-13 08:07:42,110
2025-06-13 08:07:44,110
2025-06-13 08:07:46,110
2025-06-13 08:07:48,110
2025-06-13 08:07:50,110
2025-06-13 08:07:52,110
2025-06-13 08:07:54,110
2025-06-13 08:07:56,110
2025-06-13 08:07:58,110
2025-06-13 08:08:00,110
2025-06-13 08:08:02,110
2025-06-13 08:08:04,110
2025-06-13 08:08:06,247
2025-06-13 08:08:08,474
2025-06-13 08:08:10,531
2025-06-13 08:08:12,526
2025-06-13 08:08:14,526
2025-06-13 08:08:16,108
2025-06-13 08:08:18,108
2025-06-13 08:08:20,108
2025-06-13 08:08:22,108
2025-06-13 08:08:24,108
2025-06-13 08:08:26,108
2025-06-13 08:08:28,108
2025-06-13 08:08:30,108
2025-06-13 08:08:32,108
2025-06-13 08:08:34,108
2025-06-13 08:08:36,108
2025-06-13 08:08:38,108
2025-06-13 08:08:40,108
2025-06-13 08:08:42,175
2025-06-13 08:08:44,435
2025-06-13 08:08:46,550
2025-06-13 08:08:48,518
2025-06-13 08:08:50,518
2025-06-13 08:08:52,110
2025-06-13 08:08:54,110
2025-06-13 08:08:56,110
2025-06-13 08:08:58,110
2025-06-13 08:09:00,110
2025-06-13 08:09:02,110
2025-06-13 08:09:04,110
2025-06-13 08:09:06,110
2025-06-13 08:09:08,110
2025-06-13 08:09:10,110
2025-06-13 08:09:12,110
2025-06-13 08:09:14,110
2025-06-13 08:09:16,110
2025-06-13 08:09:18,111
2025-06-13 08:09:20,304
2025-06-13 08:09:22,481
2025-06-13 08:09:24,562
2025-06-13 08:09:26,111
2025-06-13 08:09:28,110
2025-06-13 08:09:30,110
2025-06-13 08:09:32,110
2025-06-13 08:09:34,110
2025-06-13 08:09:36,110
2025-06-13 08:09:38,110
2025-06-13 08:09:40,110
2025-06-13 08:09:42,110
2025-06-13 08:09:44,110
2025-06-13 08:09:46,110
2025-06-13 08:09:48,110
2025-06-13 08:09:50,110
2025-06-13 08:09:52,110
2025-06-13 08:09:54,110
2025-06-13 08:09:56,110
2025-06-13 08:09:58,110
2025-06-13 08:10:00,110
2025-06-13 08:10:02,110
2025-06-13 08:10:04,110
2025-06-13 08:10:06,110
2025-06-13 08:10:08,110
2025-06-13 08:10:10,327
2025-06-13 08:10:12,327
2025-06-13 08:10:14,579
2025-06-13 08:10:16,579
2025-06-13 08:10:18,108
2025-06-13 08:10:20,108
2025-06-13 08:10:22,108
2025-06-13 08:10:24,108
2025-06-13 08:10:26,108
2025-06-13 08:10:28,108
2025-06-13 08:10:30,108
2025-06-13 08:10:32,108
2025-06-13 08:10:34,108
2025-06-13 08:10:36,108
2025-06-13 08:10:38,108
2025-06-13 08:10:40,108
2025-06-13 08:10:42,108
2025-06-13 08:10:44,108
2025-06-13 08:10:46,108
2025-06-13 08:10:48,416
2025-06-13 08:10:50,416
2025-06-13 08:10:52,575
